Date,Description,Amount,Type,Category
2026-01-06,PAYROLL X9DW7Z,2500.00,Income,Salary
2026-01-03,POS STARBUCKS,4.65,Expense,Food & Drink
2026-01-05,Fps Rent To L,750.00,Expense,Rent
2026-01-05,RENT NK33AH LANDLORD,778.54,Expense,Rent
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-05,BANK  TRANSFER RENT,750.00,Expense,Rent
2026-01-02,TRIP 7ZWP LIVERPOOL,8.40,Expense,Travel
2026-01-02,UBER *TRIP LONDON 0MB0,8.40,Expense,Travel
2026-01-03,Starbucks Store 19114 Leeds,4.65,Expense,Food & Drink
2026-01-01,netflix.com  v3udlw,12.99,Expense,Entertainment
2026-01-05,TRF  LTGC#3 RENT,750.00,Expense,Rent
2026-01-06,EmPLoyer PAY 4rx9wX,2500.00,Income,Salary
2026-01-01,NETFLIX.COM J2QI,12.83,Expense,Entertainment
2026-01-06,SALARY CREDIT K7HLCN,2500.00,Income,Salary
2026-01-01,NETFLIX.COM POKL,12.99,Expense,Entertainment
2026-01-03,COSTA* #3090 LIV REF 1UZQ6R,4.74,Expense,Food & Drink
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-04,AMZN  MKTP UK *CIDR6K,24.99,Expense,Shopping
2026-01-06,Payroll Z#5Gp5G,2500.00,Income,Salary
2026-01-01,NETFLIX.COM *UK,12.79,Expense,Entertainment
2026-01-01,CaRD NEtfLiX,12.99,Expense,Entertainment
2026-01-02,UBER  BV EXLOY,8.40,Expense,Travel
2026-01-04,AMAZON UK FVIU,24.99,Expense,Shopping
2026-01-02,UBR* LIVERPOOL JLA9,8.40,Expense,Travel
2026-01-02,UBER BV a#22Jy 86,8.40,Expense,Travel
2026-01-02,BV A0VLRR,8.40,Expense,Travel
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-06,EMPLOYER  PAY 4IMD NCKON,2500.00,Income,Salary
2026-01-03,POS STARBUCKS #2023,4.65,Expense,Food & Drink
2026-01-03,starbucks store #97791 glasgow,4.63,Expense,Food & Drink
2026-01-02,UBER TRIP RSATQ LIVERPOOL,8.76,Expense,Travel
2026-01-04,AMZN MKTP UK,24.99,Expense,Shopping
2026-01-01,NETFLIX 1XAC GB,13.24,Expense,Entertainment
2026-01-06,Salary Credit Fmksli,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK 5253,24.99,Expense,Shopping
2026-01-05,Fps To Landlo,781.49,Expense,Rent
2026-01-06,SALARY CREDIT G4JYS2,2500.00,Income,Salary
2026-01-06,SALARY CREDIT #31AV,2500.00,Income,Salary
2026-01-03,STARBUCKS BHM #665,4.65,Expense,Food & Drink
2026-01-01,NETFLIX gb,12.59,Expense,Entertainment
2026-01-01,NETFLIX HN70N GB W739V,12.99,Expense,Entertainment
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-05,bank transfer rent,750.00,Expense,Rent
2026-01-06,BACS KU0GKH SALARY 477,2500.00,Income,Salary
2026-01-02,UBER  *TRIP LIVERPOOL,8.44,Expense,Travel
2026-01-03,COSTA* 43348 ldn,4.65,Expense,Food & Drink
2026-01-03,STARBUCKS STORE 4814 GLASGOW REF 6V3JR1,4.65,Expense,Food & Drink
2026-01-06,PAYROLL,2500.00,Income,Salary
2026-01-04,AMZN  EU-UK SIKJI9,26.24,Expense,Shopping
2026-01-02,TRIP LONDON 8.40,8.40,Expense,Travel
2026-01-06,EMPLOYER PAY RAZ0OY,2500.00,Income,Salary
2026-01-02,UBER  BIRMINGHM,8.20,Expense,Travel
2026-01-02,UBR* LIVERPOOL GVKA,8.79,Expense,Travel
2026-01-02,UBR* TRIP LIVERPOOL 8.40,8.40,Expense,Travel
2026-01-06,SaLARY Cre,2390.69,Income,Salary
2026-01-03,STARBUCKS #78684 LIVERPOOL,4.65,Expense,Food & Drink
2026-01-03,CARD PMT STARBUCKS 1469,4.65,Expense,Food & Drink
2026-01-02,Uber Bv 2Etp,8.40,Expense,Travel
2026-01-04,AMZN MKTP UK *UF2W7,24.99,Expense,Shopping
2026-01-01,NETFLIX K*GZB GB,12.96,Expense,Entertainment
2026-01-06,BACS ZA5W SALARY 25,2500.00,Income,Salary
2026-01-01,NETFLIX.COM  WHAL10,12.65,Expense,Entertainment
2026-01-04,Amzn Mktp Uk *Rx3Lh,24.99,Expense,Shopping
2026-01-06,SALARY CREDIT TA1SFN,2500.00,Income,Salary
2026-01-02,UBR* MANCHESTER RFIWCR,8.40,Expense,Travel
2026-01-03,STARBUCKS STORE 2263 BHM,4.86,Expense,Food & Drink
2026-01-01,NETFLIX GB/KT0K,12.88,Expense,Entertainment
2026-01-05,Sto Rent Payment,750.00,Expense,Rent
2026-01-05,RENT B95880 LANDLORD,750.00,Expense,Rent
2026-01-04,AMZN EU-UK 1ARMX6 REF 7WG11,26.20,Expense,Shopping
2026-01-02,UBER  TRIP RMOU80 BIRMINGHM,8.40,Expense,Travel
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-02,UBER BV T8MA,8.14,Expense,Travel
2026-01-01,NETFLIX GB/#9YR3,12.38,Expense,Entertainment
2026-01-04,CARD PAYMENT AMAZON LYOZD2,24.99,Expense,Shopping
2026-01-04,AMAZON UK TJDH23,24.99,Expense,Shopping
2026-01-05,BANK T*RF J8H19Y RENT,750.00,Expense,Rent
2026-01-02,UBR* TRIP LIVERPOOL 8.40,8.50,Expense,Travel
2026-01-06,8WJ6Z  SALARY,2500.00,Income,Salary
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-02,Ubr* Trip London 8.40,8.40,Expense,Travel
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-06,Bacs Vcbz,2500.00,Income,Salary
2026-01-03,STARBUCKS #13941 LEEDS,4.68,Expense,Food & Drink
2026-01-03,CARD PAYMENT S*TARBUCKS 732,4.68,Expense,Food & Drink
2026-01-03,COSTA COFFEE #920,4.65,Expense,Food & Drink
2026-01-03,COsTA COFFeE #0293,4.65,Expense,Food & Drink
2026-01-01,netflix 11bij2 gb,12.99,Expense,Entertainment
2026-01-03,CARD PAYMENT STARBU*CKS 75987,4.65,Expense,Food & Drink
2026-01-06,SALARY CREDIT YHSJ9,2500.00,Income,Salary
2026-01-04,AMzn EU-u,24.99,Expense,Shopping
2026-01-04,AMZN EU-UK ETPG2/Y1,25.53,Expense,Shopping
2026-01-01,NETFLIX.COM  *UK,12.99,Expense,Entertainment
2026-01-03,COSTA MANC #95012,4.65,Expense,Food & Drink
2026-01-03,CARD PAYMENT STARBUCKS 2708,4.65,Expense,Food & Drink
2026-01-03,starbucks store 6106 ldn,4.65,Expense,Food & Drink
2026-01-05,BA*NK TRF RENT 49,750.00,Expense,Rent
2026-01-02,Uber Trip Wan0Ur London Ref Qajxhr,8.40,Expense,Travel
2026-01-05,STO RENT PMT,750.00,Expense,Rent
2026-01-02,UBER *TRIP LIVERPOOL,8.40,Expense,Travel
2026-01-03,POS STARBUCKS #750/MIOK,4.86,Expense,Food & Drink
2026-01-03,POS TXN COSTA COFFEE 235,4.65,Expense,Food & Drink
2026-01-05,BANK IV2F1 RENT,750.00,Expense,Rent
2026-01-05,FPS RENT TO LANDLORD REF YOAL,750.00,Expense,Rent
2026-01-02,ubr* liverpool 6yb9pd ref oe3l,8.40,Expense,Travel
2026-01-04,AMZN EU-UK CWNN/1CD,24.99,Expense,Shopping
2026-01-02,uber  *trip liverpool,8.40,Expense,Travel
2026-01-05,RENT XVQCGH LANDLORD 787,738.79,Expense,Rent
2026-01-06,EMPLOYER PAY 91TFR,2500.00,Income,Salary
2026-01-05,RENT 1V8S LANDLORD,750.00,Expense,Rent
2026-01-06,BACS  SALARY 51,2500.00,Income,Salary
2026-01-01,Netflix C88Klx,12.69,Expense,Entertainment
2026-01-05,FPS RENT TO LANDLORD F55AC,754.27,Expense,Rent
2026-01-01,NETFLIX.COM FOLT3,13.57,Expense,Entertainment
2026-01-04,CARD PMT AMAZON FYW372,24.99,Expense,Shopping
2026-01-02,UBR* BIRMINGHM UYHCB REF WQVAL,8.40,Expense,Travel
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-02,UBR* TRIP LIVERPOOL #8.40,8.17,Expense,Travel
2026-01-01,NETFLIX.COM  CP8O,12.99,Expense,Entertainment
2026-01-06,CREDIT  PAYROLL,2500.00,Income,Salary
2026-01-02,UBR* BIRMINGHM KIXSX,8.40,Expense,Travel
2026-01-05,BANK TRf HNE0R ReNT,750.00,Expense,Rent
2026-01-03,POS TXN COSTA COFFEE 841,4.69,Expense,Food & Drink
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-02,LONDON 7OBBC8,8.40,Expense,Travel
2026-01-01,NETFLIX.COM *UK 48,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM *UK,12.57,Expense,Entertainment
2026-01-06,SALARY CREDIT 226G5I,2500.00,Income,Salary
2026-01-06,EMPLOYER PAY C,2500.00,Income,Salary
2026-01-03,POS STaRB,4.65,Expense,Food & Drink
2026-01-05,STO  RENT PMT,750.00,Expense,Rent
2026-01-01,NETFLIX 2TN8 GB,12.99,Expense,Entertainment
2026-01-02,UBR* TRiP #8.40,8.78,Expense,Travel
2026-01-04,AMZN MKTP UK *WY1Z J9LHE,24.99,Expense,Shopping
2026-01-01,netflix.com i4jk,13.09,Expense,Entertainment
2026-01-01,Netflix Edmlav Gb,12.99,Expense,Entertainment
2026-01-03,STARBUCKS STORE 39138 GLASGOW,4.65,Expense,Food & Drink
2026-01-05,bank trf cqta rent,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK *81XN5,24.99,Expense,Shopping
2026-01-06,BACS 5L5D9 SALARY,2500.00,Income,Salary
2026-01-06,CREDIT PAYROLL,2500.00,Income,Salary
2026-01-02,UBER *TRIP LONDON,8.40,Expense,Travel
2026-01-04,AMZN MKTP UK *RKUW,24.99,Expense,Shopping
2026-01-06,SALARY CREDIT 39DO7,2500.00,Income,Salary
2026-01-02,UBER  *TRIP MANCHESTER,8.53,Expense,Travel
2026-01-05,BANK T*RF VFHZL RENT,750.00,Expense,Rent
2026-01-02,UBER* YLEWFV,8.40,Expense,Travel
2026-01-06,BACS  CREDIT PAYROLL 47,2500.00,Income,Salary
2026-01-03,COSTA* 4583 LDN,4.65,Expense,Food & Drink
2026-01-03,STARBUCKS STORE 09104 LEEDS,4.44,Expense,Food & Drink
2026-01-03,Card Payment Starbucks,4.81,Expense,Food & Drink
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-03,starbucks glasgow 5*9273,4.71,Expense,Food & Drink
2026-01-04,AMAZON UK HTZQT,25.05,Expense,Shopping
2026-01-05,rent ycxne l,750.00,Expense,Rent
2026-01-02,UBR*  TRIP LIVERPOOL,7.98,Expense,Travel
2026-01-02,UBER  *TR,8.40,Expense,Travel
2026-01-06,BACS R#0BG SALaRY,2500.00,Income,Salary
2026-01-03,POS STARBUCK,4.65,Expense,Food & Drink
2026-01-03,POS  TXN COSTA COFFEE 34073,4.65,Expense,Food & Drink
2026-01-01,NE*TFLIX BMJLUU GB,12.99,Expense,Entertainment
2026-01-05,RENT CMUE LANDLORD,750.00,Expense,Rent
2026-01-04,AMZN MKTP U,24.99,Expense,Shopping
2026-01-02,UBER *TRIP LIVERPOOL,8.40,Expense,Travel
2026-01-01,CARD  PMT NETFLIX,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM *UK #119,12.99,Expense,Entertainment
2026-01-06,BACS CREDIT PAYROLL/4UR1,2606.33,Income,Salary
2026-01-02,ubER *TRiP M,8.40,Expense,Travel
2026-01-06,SALARY CREDIT T090,2500.00,Income,Salary
2026-01-04,AMZ*N EU-UK 6G8E2,24.99,Expense,Shopping
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-01,CARD PAYMENT,12.99,Expense,Entertainment
2026-01-05,BANK TRANSFER RENT*/VHD7,750.00,Expense,Rent
2026-01-04,AMZN EU-UK WQF1,24.60,Expense,Shopping
2026-01-01,NETFLIX.COM ZCES58,12.99,Expense,Entertainment
2026-01-04,AMzN eU-Uk DcwGK,25.67,Expense,Shopping
2026-01-02,Ubr* London Jgz36N,8.40,Expense,Travel
2026-01-03,STARBUCKS MCR 664 REF F1W5,4.65,Expense,Food & Drink
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-05,rent es1kl5 landlord,766.17,Expense,Rent
2026-01-02,UBR* LIVERPOOL,8.70,Expense,Travel
2026-01-04,AMAZON UK OQAVK REF SAAR6,24.99,Expense,Shopping
2026-01-06,SALA*RY CREDIT VAUGS,2500.00,Income,Salary
2026-01-02,UBER *TRIP BIRMINGHM,8.40,Expense,Travel
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-04,AMZN EU-UK El745,24.99,Expense,Shopping
2026-01-03,COSTA* 809 MANC,4.65,Expense,Food & Drink
2026-01-02,UBER BV,8.40,Expense,Travel
2026-01-01,NETFLIX WUG0RQ GB,12.52,Expense,Entertainment
2026-01-05,BANK  TRF EMS8E RENT,750.00,Expense,Rent
2026-01-06,BACS SRD84B SALARY,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *GZW6I,25.95,Expense,Shopping
2026-01-02,Ubr* Birminghm R3Mu,8.40,Expense,Travel
2026-01-02,UBER *TRIP LONDON,8.40,Expense,Travel
2026-01-03,POS  TXN COSTA COFFEE 2300,4.65,Expense,Food & Drink
2026-01-03,CARD PAYMENT STARBUCKS* 4448,4.53,Expense,Food & Drink
2026-01-05,FPS RENT* TO LANDLORD 1928,750.00,Expense,Rent
2026-01-06,Payro*Ll Ppoyd,2500.00,Income,Salary
2026-01-05,BANK  TRF RENT,750.00,Expense,Rent
2026-01-01,NETFLIX Q0NEZ GB 621,12.99,Expense,Entertainment
2026-01-01,Card Payment Netflix,12.94,Expense,Entertainment
2026-01-05,Bank Transfer Rent,750.00,Expense,Rent
2026-01-06,Salary Credi,2500.00,Income,Salary
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-06,SALARY CREDIT L4NF,2500.00,Income,Salary
2026-01-06,PAYROLL XHQSHB,2500.00,Income,Salary
2026-01-04,Amzn Mktp Uk *Jh9Po,24.99,Expense,Shopping
2026-01-06,BACS N#7D922 SALARY,2500.00,Income,Salary
2026-01-03,COSTA* 779 BIRM,4.65,Expense,Food & Drink
2026-01-06,EMPLOYER PAY J#3MVO/B4,2500.00,Income,Salary
2026-01-06,SALARY CREDIT JJP6E,2500.00,Income,Salary
2026-01-06,BACS  CREDIT PAYROLL,2588.89,Income,Salary
2026-01-01,NETFLIX.COM,12.99,Expense,Entertainment
2026-01-03,COSTA COFFEE #779,4.80,Expense,Food & Drink
2026-01-03,STARBUCKS MCR 698,4.84,Expense,Food & Drink
2026-01-05,BANK TRF BICN9N RENT GM5,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK *ND14BK 2OBTC,24.99,Expense,Shopping
2026-01-06,Employer Pay 3Yqmp Ref Wq4X6,2500.00,Income,Salary
2026-01-02,Ubr* Trip Birminghm 8.40,8.40,Expense,Travel
2026-01-04,AMZN EU-UK ENFR,24.99,Expense,Shopping
2026-01-04,CARD  PAYMENT AMAZON 44LO*CG,25.40,Expense,Shopping
2026-01-03,STARBUCKS LIVERPOOL 8218,4.65,Expense,Food & Drink
2026-01-04,Amzn Eu-Uk F5Bf7P,24.99,Expense,Shopping
2026-01-06,SALARY CREDIT SQK7M,2500.00,Income,Salary
2026-01-06,EMPLOYER PAY ABIMI0,2500.00,Income,Salary
2026-01-01,Netflix.Com *Uk,12.99,Expense,Entertainment
2026-01-06,BACS 7MV5N SALARY REF 27FPW,2500.00,Income,Salary
2026-01-06,bacS 893E sAlARY,2500.00,Income,Salary
2026-01-03,POS TXN COSTA COFFEE 4974 8197,4.65,Expense,Food & Drink
2026-01-06,Bacs T9Dhx Salary,2500.00,Income,Salary
2026-01-01,NETFLIX.COM 1AU0I,13.09,Expense,Entertainment
2026-01-02,ubr* trip liverpool 8.40,8.44,Expense,Travel
2026-01-03,COSTA 1800,4.69,Expense,Food & Drink
2026-01-02,UBR* TRIP LONDON 8.40,8.36,Expense,Travel
2026-01-03,CARD PAYMENT STARBUCKS 605,4.65,Expense,Food & Drink
2026-01-05,FPS RENT TO,750.00,Expense,Rent
2026-01-04,CARD PMT AMAZON 7S9R,24.99,Expense,Shopping
2026-01-05,sto rent payment,750.00,Expense,Rent
2026-01-06,EmPLOyER  pay 5XJ5i,2500.00,Income,Salary
2026-01-02,UBR* TRIP MANCHESTER 8.40,8.69,Expense,Travel
2026-01-06,BACS WJMFB8,2500.00,Income,Salary
2026-01-04,CARD PAYMENT AMAZON 5ADJ,24.99,Expense,Shopping
2026-01-03,COSTA* 952 BIRM,4.76,Expense,Food & Drink
2026-01-04,AMAZON *UK 7QMY2,25.07,Expense,Shopping
2026-01-01,NE*TFLIX J4MH GB,12.99,Expense,Entertainment
2026-01-04,AMZN  MKTP UK *#0LW38,24.99,Expense,Shopping
2026-01-01,NETFLIX.COM  *UK,12.99,Expense,Entertainment
2026-01-04,AMZN MKTP UK *Q7AF9V REF E6K52B,24.99,Expense,Shopping
2026-01-01,CARD PMT NETFLIX,12.99,Expense,Entertainment
2026-01-02,UBR* MANCHESTER,8.32,Expense,Travel
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-06,PAYROLL 5N5EHQ,2500.00,Income,Salary
2026-01-05,Bank Transfer,750.00,Expense,Rent
2026-01-06,BACS 2738 SALARY HN8XZ,2500.00,Income,Salary
2026-01-03,COSTA LDN 655,4.65,Expense,Food & Drink
2026-01-04,AMZN MKTP UK *N2TV 7794,24.99,Expense,Shopping
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-03,CARD PAYMENT STARBUCKS 6393,4.49,Expense,Food & Drink
2026-01-03,COSTA COFFEE #919,4.65,Expense,Food & Drink
2026-01-01,NETFLIX.COM RUJ9,12.99,Expense,Entertainment
2026-01-06,Bacs Sua5M Salary,2500.00,Income,Salary
2026-01-02,UBR* TRIP LONDON 8.40 963Z,8.32,Expense,Travel
2026-01-02,UBER *TRIP LONDON,8.25,Expense,Travel
2026-01-05,BANK TRF RENT,750.00,Expense,Rent
2026-01-02,UBR* TRIP MANCHESTER #8.40 6YO,8.40,Expense,Travel
2026-01-04,AMZN EU-UK L818,24.99,Expense,Shopping
2026-01-02,UBER TRIP 5PRC MANCHESTER,8.40,Expense,Travel
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-02,UBR* TRIP BIRMINGHM 8.40,8.40,Expense,Travel
2026-01-04,CARD PAYMENT* AMAZON TQVNM,25.37,Expense,Shopping
2026-01-01,NETFLIX  XBV30 GB,12.99,Expense,Entertainment
2026-01-05,BANK TRANSFER RENT REF S#50AV,782.18,Expense,Rent
2026-01-01,NETFLIX.COM 2DYQZ,12.99,Expense,Entertainment
2026-01-01,NETFLIX M34,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM TT0RR,12.99,Expense,Entertainment
2026-01-03,POS STARBUCKS #4518 1362,4.50,Expense,Food & Drink
2026-01-06,BACS 0EI92 SALARY,2500.00,Income,Salary
2026-01-03,POS TXN COSTA CO,4.65,Expense,Food & Drink
2026-01-06,PAYROLL 5JHD,2500.00,Income,Salary
2026-01-01,NETFLIX.COM *UK,12.54,Expense,Entertainment
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-06,SALARY CREDIT JS7HAY,2500.00,Income,Salary
2026-01-04,AMZN  EU-UK 7S9B,24.37,Expense,Shopping
2026-01-04,CARD PAYMENT AMAZON,24.99,Expense,Shopping
2026-01-02,UBR* DVEY/1H,8.40,Expense,Travel
2026-01-06,BACS KCTQ7V SALARY,2500.00,Income,Salary
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-03,STARBUCKS LDN 247,4.65,Expense,Food & Drink
2026-01-01,NETFLIX.COM  B,12.99,Expense,Entertainment
2026-01-02,UBER BV 2EJPK,8.40,Expense,Travel
2026-01-04,card amazon u6x8w1,24.99,Expense,Shopping
2026-01-03,COSTA LDN 04059,4.65,Expense,Food & Drink
2026-01-03,CARD PAYMENT STARBUCKS* 37133 MY93,4.48,Expense,Food & Drink
2026-01-01,NETFLIX.COM H8YH3E,12.55,Expense,Entertainment
2026-01-06,EMPLOYER PAY 1R3C,2433.72,Income,Salary
2026-01-04,AMZN EU-UK JOPH3Q,23.90,Expense,Shopping
2026-01-05,Bank  Transfer Rent,750.00,Expense,Rent
2026-01-03,COSTA LDN 4861 8554,4.59,Expense,Food & Drink
2026-01-01,CARD* PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-05,FPS RENT TO LANDLORD REF CMQXGY,750.00,Expense,Rent
2026-01-06,SALARY CREDIT 0QFX REF TA7D5,2500.00,Income,Salary
2026-01-04,Card Payment Amazon 2Ifqb 8628,24.99,Expense,Shopping
2026-01-06,SALARY CREDIT DJMN 271,2500.00,Income,Salary
2026-01-03,COSTA  LDN 1874,4.77,Expense,Food & Drink
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-05,STO RENT PMT,750.00,Expense,Rent
2026-01-05,FPS  RENT TO LANDLORD,750.00,Expense,Rent
2026-01-03,Costa* 36280 Manc 48,4.65,Expense,Food & Drink
2026-01-03,STARBUCKS  #97265 GLASGOW,4.61,Expense,Food & Drink
2026-01-06,Payroll Z6Zmqs,2500.00,Income,Salary
2026-01-02,UBER BV 8OXENQ,8.40,Expense,Travel
2026-01-06,EMPLOYER RXYM/R2G,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *C6REA,24.99,Expense,Shopping
2026-01-01,netflix 0sb9,12.99,Expense,Entertainment
2026-01-05,Bank Trf Tehoc8 Rent,750.00,Expense,Rent
2026-01-02,UBER  *TRIP LONDON,8.02,Expense,Travel
2026-01-01,NETFLIX OKOQS GB 546D2,12.99,Expense,Entertainment
2026-01-02,uber trip jc1bx manchester,8.40,Expense,Travel
2026-01-06,PAYROLL YSF699,2500.00,Income,Salary
2026-01-03,STARBUCKS GLASGOW #9912/QSU,4.65,Expense,Food & Drink
2026-01-05,BANK TRF 6V4523,750.00,Expense,Rent
2026-01-06,PAYROLL EF10L,2500.00,Income,Salary
2026-01-01,NETFLIX UAQ3H GB,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM *UK,12.80,Expense,Entertainment
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-01,NETFLIX JC2FO8 GB REF 6DE5,12.93,Expense,Entertainment
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-02,UBR* TRIP BIRMINGHM 8.40,8.40,Expense,Travel
2026-01-06,BACS 1OB78 SALARY,2500.00,Income,Salary
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-03,POS STARBUCKS #958,4.65,Expense,Food & Drink
2026-01-03,STARBUCKS  GLASGOW 64323,4.83,Expense,Food & Drink
2026-01-06,EMPLOY*ER PAY 0EJQBE,2500.00,Income,Salary
2026-01-06,BACS Z3CE SALARY,2500.00,Income,Salary
2026-01-03,Starbucks Ldn 1222,4.71,Expense,Food & Drink
2026-01-03,STARBUCKS  STORE #93,4.65,Expense,Food & Drink
2026-01-02,UBER BV M21O,8.40,Expense,Travel
2026-01-04,AMZN MKTP Uk *MULOB#7,24.99,Expense,Shopping
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-01,NETFLIX.COM XVLV7Q,12.99,Expense,Entertainment
2026-01-04,AMZN EU-UK YULS,24.86,Expense,Shopping
2026-01-06,BACS  8Z573V SALARY,2500.00,Income,Salary
2026-01-03,COSTA CO*FFEE #55499,4.65,Expense,Food & Drink
2026-01-04,AMZN YJ49,24.99,Expense,Shopping
2026-01-05,#15F2 LANDLORD,770.10,Expense,Rent
2026-01-06,BACS CREDIT PAYROLL 635,2500.00,Income,Salary
2026-01-01,Card Payment Netflix/Bwx,12.99,Expense,Entertainment
2026-01-01,NETFLIX DEPU,12.99,Expense,Entertainment
2026-01-05,RENT LLS5 LANDLORD REF A2CS2C,750.00,Expense,Rent
2026-01-05,b*ank transfer r,750.00,Expense,Rent
2026-01-03,COSTA COFFEE #45416 REF CI9S,4.65,Expense,Food & Drink
2026-01-01,NETFlIX.COM *UK REF 50C7W,12.99,Expense,Entertainment
2026-01-06,BACS ZV*T,2500.00,Income,Salary
2026-01-04,Amzn Mktp Uk *Yjym9,24.47,Expense,Shopping
2026-01-06,bacs credit payroll,2500.00,Income,Salary
2026-01-02,UBER  TRIP XKV59 LIVERPOOL,8.80,Expense,Travel
2026-01-02,TRIP RU76B LIVERPOOL,8.61,Expense,Travel
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-03,STARBUCKS STORE 190 LDN REF O948WE,4.45,Expense,Food & Drink
2026-01-02,UBR* LONDON 4EOXI,8.40,Expense,Travel
2026-01-01,NETFLIX.COM IMRUXV,12.65,Expense,Entertainment
2026-01-06,BACS CREDIT PAYRO*LL,2500.00,Income,Salary
2026-01-06,SALARY CREDIT UCM2W,2500.00,Income,Salary
2026-01-05,BANK TRF 32M7FC *RENT,750.00,Expense,Rent
2026-01-04,Card  Payment Amazon Lf#2Oj,25.96,Expense,Shopping
2026-01-05,RENT ZH75 LA*NDLORD,750.00,Expense,Rent
2026-01-04,AMAZON  UK S,24.99,Expense,Shopping
2026-01-05,BANK  TRF Q4M8N RENT,750.00,Expense,Rent
2026-01-05,STO RENT PAYME,750.00,Expense,Rent
2026-01-05,bank transfer rent,750.00,Expense,Rent
2026-01-04,AMAZON UK,24.99,Expense,Shopping
2026-01-04,CARD PAYMENT AMAZON 4O99P,25.21,Expense,Shopping
2026-01-05,RENT EYN#7 LANDLORD,750.00,Expense,Rent
2026-01-02,UBR* YDDX,8.09,Expense,Travel
2026-01-03,POS TXN COSTA COFFEE 90346,4.65,Expense,Food & Drink
2026-01-03,Costa Coffee #39123 Ref Xpu4,4.65,Expense,Food & Drink
2026-01-03,POS STARBUCKS #8741 REF 1D35,4.65,Expense,Food & Drink
2026-01-04,AMZN MKTP UK *0FVLC2,25.45,Expense,Shopping
2026-01-04,AMZN MKTP UK *ES1A,24.99,Expense,Shopping
2026-01-02,UBR* TRIP LONDON 8.40,8.80,Expense,Travel
2026-01-03,costa coffee #,4.65,Expense,Food & Drink
2026-01-03,COSTA COFF,4.60,Expense,Food & Drink
2026-01-05,BANK TRF OMS98 RENT,750.00,Expense,Rent
2026-01-04,Mktp Uk *495C5,24.99,Expense,Shopping
2026-01-03,COSTA  BIRM,4.65,Expense,Food & Drink
2026-01-06,employer pay f1up,2500.00,Income,Salary
2026-01-02,uber *trip manchester 4970,8.06,Expense,Travel
2026-01-06,BACS VQ0BC SALARY,2500.00,Income,Salary
2026-01-06,employer  pay hulu,2500.00,Income,Salary
2026-01-02,UBER  TRIP AKXK3L MANCHESTER,8.40,Expense,Travel
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-03,STARBUCKS #,4.65,Expense,Food & Drink
2026-01-04,AMAZON T9P2,24.99,Expense,Shopping
2026-01-02,UBR* MANCHESTER C7K4R,8.40,Expense,Travel
2026-01-05,BANK TRANSFE*R RENT,750.00,Expense,Rent
2026-01-06,BACS CREDIT PAYROLL,2394.28,Income,Salary
2026-01-02,UBER *TRIP LIVERPOOL,8.40,Expense,Travel
2026-01-01,NETFLIX HUXK GB,13.00,Expense,Entertainment
2026-01-01,netflix.com iu#5ds,12.99,Expense,Entertainment
